sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,26,-0.71,0.51,0.51,21
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,26,-0.11,0.01,0.01,22
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,26,-0.77,0.37,0.37,23
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,26,-1,0.2,0.2,24
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,26,-0.16,-0.04,0.04,25
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,26,0.45,-0.05,0.05,26
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,26,0.38,0.02,0.02,27
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,26,0.08,0.02,0.02,28
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,26,0.41,-0.01,0.01,31
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,26,-0.16,0.06,0.06,29
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,26,-0.63,0.23,0.23,30
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,26,-0.15,0.05,0.05,32
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,26,-0.76,-0.04,0.04,34
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,26,-0.37,0.17,0.17,35
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,26,-0.52,0.12,0.12,36
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,26,0.28,-0.08,0.08,37
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,26,-0.83,0.03,0.03,38
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,26,-0.22,0.02,0.02,39
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,26,-0.67,0.27,0.27,40
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,26,-0.53,0.13,0.13,41
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,26,0.05,-0.15,0.15,42
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,26,0.3,-0.1,0.1,43
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,26,0.77,0.03,0.03,44
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,26,0.02,0.08,0.08,45
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,26,0.22,-0.12,0.12,46
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,26,-1,0.2,0.2,47
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,26,0.52,-0.12,0.12,48
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,26,0.9,-0.1,0.1,49
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,26,0.52,-0.42,0.42,50
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,26,-0.65,0.25,0.25,52
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,26,0.81,-0.01,0.01,51
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,26,0.25,-0.05,0.05,53
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,26,0.54,-0.14,0.14,54
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,26,0.21,-0.11,0.11,55
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,26,0.03,0.07,0.07,56
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,26,-0.16,0.06,0.06,58
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,26,0.77,0.03,0.03,59
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,26,0.74,-0.34,0.34,60
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,26,0.21,-0.01,0.01,61
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,26,-0.41,0.31,0.31,62
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,26,-0.25,0.05,0.05,64
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,26,-0.3,0.1,0.1,63
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,26,-0.25,0.15,0.15,65
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,26,0.67,-0.27,0.27,66
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,26,0.22,-0.02,0.02,67
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,26,-0.44,0.24,0.24,68
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,26,0.16,0.04,0.04,69
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,26,0.22,-0.02,0.02,70
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,26,0.1,0,0,71
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,26,0.11,-0.01,0.01,72
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,26,0.11,-0.01,0.01,73
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,26,0.49,-0.09,0.09,74
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,26,0.79,0.01,0.01,75
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,26,0.09,0.01,0.01,76
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,26,-0.37,0.17,0.17,77
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,26,-0.47,0.07,0.07,78
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,26,-0.27,0.17,0.17,80
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,26,0.04,0.16,0.16,83
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,26,-0.46,0.06,0.06,81
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,26,0.36,-0.16,0.16,82
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,26,-0.77,-0.03,0.03,84
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,26,0.72,0.08,0.08,85
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,26,-0.34,0.14,0.14,86
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,26,-0.76,-0.04,0.04,87
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,26,0.38,0.02,0.02,88
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,26,0.97,-0.17,0.17,89
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,26,0.79,0.01,0.01,90
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,26,0.57,-0.17,0.17,91
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,26,-0.76,-0.04,0.04,92
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,26,-0.11,0.01,0.01,93
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,26,0.79,0.01,0.01,95
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,26,-0.77,0.37,0.37,96
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,26,-0.39,0.19,0.19,94
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,26,0.18,0.02,0.02,98
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,26,0.22,-0.12,0.12,99
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,27,-0.99,0.59,0.59,0
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,27,-0.35,0.15,0.15,2
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,26,0.9,-0.1,0.1,97
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,27,0.93,-0.83,0.83,3
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,27,-0.94,0.54,0.54,4
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,27,0.8,0,0,5
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,27,-0.44,0.04,0.04,6
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,27,-0.46,0.26,0.26,7
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,27,-0.47,0.27,0.27,8
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,27,0.9,-0.1,0.1,9
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,27,-0.27,0.37,0.37,10
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,27,0.93,-0.13,0.13,12
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,27,-0.22,0.02,0.02,11
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,27,0.49,-0.09,0.09,13
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,27,0.38,-0.28,0.28,14
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,27,-0.4,0.3,0.3,15
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,27,0.94,-0.14,0.14,17
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,27,-0.78,-0.02,0.02,18
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,27,0.69,-0.29,0.29,19
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,27,-0.85,0.05,0.05,20
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,27,-0.74,0.54,0.54,21
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,27,-0.81,0.01,0.01,22
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,27,0.97,-0.77,0.77,23
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,27,-0.4,0.3,0.3,25
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,27,0.22,-0.02,0.02,24
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,27,0.7,-0.3,0.3,26
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,27,0.18,-0.08,0.08,27
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,27,-0.76,0.56,0.56,28
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,27,-0.43,0.33,0.33,29
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,27,-0.52,0.42,0.42,31
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,27,0.64,-0.44,0.44,30
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,27,-0.42,0.22,0.22,32
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,27,0.56,-0.36,0.36,33
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,27,0.81,-0.01,0.01,34
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,27,-1,0.2,0.2,35
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,27,-0.47,0.37,0.37,36
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,27,0.88,-0.08,0.08,37
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,27,0.74,-0.34,0.34,38
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,27,0.52,-0.12,0.12,41
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,27,-0.34,0.14,0.14,40
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,27,0.48,-0.08,0.08,42
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,27,0.48,-0.28,0.28,39
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,27,0.74,-0.34,0.34,43
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,27,0.54,-0.14,0.14,44
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,27,0.62,-0.22,0.22,45
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,27,-0.4,0,0,46
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,27,0.3,-0.2,0.2,47
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,27,-0.51,0.41,0.41,48
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,27,-0.28,0.18,0.18,49
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,27,0.47,-0.07,0.07,50
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,27,0.31,-0.11,0.11,52
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,27,0.7,0.1,0.1,51
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,27,0.46,-0.26,0.26,53
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,27,-0.34,0.14,0.14,54
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,27,-0.81,0.01,0.01,55
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,27,-0.7,0.3,0.3,56
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,27,0.54,-0.44,0.44,57
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,27,-0.23,0.13,0.13,58
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,27,-0.17,0.07,0.07,59
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,27,-0.61,0.21,0.21,60
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,27,-0.58,0.38,0.38,61
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,27,-0.81,0.01,0.01,62
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,27,0.84,-0.04,0.04,63
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,27,-0.25,0.05,0.05,64
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,27,-0.67,0.27,0.27,65
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,27,-0.87,0.07,0.07,66
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,27,0.81,-0.01,0.01,67
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,27,0.83,-0.03,0.03,68
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,27,-0.47,0.37,0.37,69
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,27,0.47,-0.37,0.37,70
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,27,0.43,-0.03,0.03,72
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,27,-0.61,0.21,0.21,71
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,27,-0.45,0.05,0.05,73
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,27,-0.71,0.31,0.31,74
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,27,0.9,-0.1,0.1,75
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,27,0.38,-0.18,0.18,76
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,27,0.12,-0.02,0.02,77
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,27,-0.49,0.09,0.09,78
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,27,-0.49,0.09,0.09,79
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,27,0.2,0,0,80
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,27,-0.22,0.02,0.02,81
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,27,-1,0.2,0.2,82
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,27,-0.38,0.28,0.28,84
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,27,-0.99,0.19,0.19,85
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,27,0.27,-0.07,0.07,86
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,27,0.37,-0.27,0.27,87
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,27,-0.85,0.05,0.05,88
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,27,0.63,-0.53,0.53,89
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,27,-0.78,-0.02,0.02,90
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,27,0.21,-0.01,0.01,91
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,27,0.47,-0.07,0.07,92
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,27,0.11,-0.01,0.01,94
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,27,-0.12,0.02,0.02,95
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,27,1,-0.2,0.2,96
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,27,0.11,-0.01,0.01,97
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,27,-0.79,-0.01,0.01,98
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,27,0.4,-0.2,0.2,99
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,28,0.25,-0.05,0.05,0
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,28,0.96,-0.16,0.16,1
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,28,-0.21,0.11,0.11,2
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,28,-0.49,0.09,0.09,3
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,28,-0.78,0.38,0.38,4
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,28,-0.85,0.05,0.05,5
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,28,0.87,-0.07,0.07,6
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,28,-1,0.2,0.2,7
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,28,-1,0.2,0.2,8
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,28,0.57,-0.17,0.17,9
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,28,-0.42,0.32,0.32,10
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,28,0.52,-0.32,0.32,11
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,28,-0.1,0,0,12
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,28,-0.43,0.03,0.03,13
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,28,-0.18,0.08,0.08,14
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,28,0.88,-0.08,0.08,15
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,28,0.46,-0.06,0.06,16
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,28,0.43,-0.03,0.03,17
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,28,-0.42,0.02,0.02,18
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,28,0.51,-0.11,0.11,20
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,28,0.12,0.08,0.08,21
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,28,-0.29,0.09,0.09,22
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,28,0.05,0.05,0.05,23
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,28,0.09,0.01,0.01,25
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,28,-0.33,0.13,0.13,26
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,28,0.83,-0.43,0.43,27
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,28,0.57,-0.17,0.17,28
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,28,-0.81,0.01,0.01,29
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,28,-0.38,0.18,0.18,30
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,28,-0.56,0.16,0.16,31
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,28,0.57,-0.17,0.17,32
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,28,-0.09,-0.01,0.01,34
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,28,0.85,-0.05,0.05,35
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,28,-0.58,0.18,0.18,36
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,28,-0.87,0.07,0.07,37
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,28,-0.94,0.14,0.14,38
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,28,0.18,-0.08,0.08,39
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,28,0.75,-0.35,0.35,40
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,28,-0.42,0.22,0.22,41
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,28,-0.16,0.06,0.06,42
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,28,0.27,-0.07,0.07,43
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,28,0.08,0.02,0.02,44
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,28,-0.14,0.04,0.04,45
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,28,-0.56,0.16,0.16,46
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,28,-0.19,-0.01,0.01,47
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,28,-1,0.2,0.2,48
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,28,0.74,0.06,0.06,49
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,28,0.16,-0.06,0.06,50
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,28,0.41,-0.01,0.01,51
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,28,-0.35,0.15,0.15,52
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,28,0.5,-0.3,0.3,53
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,28,0.81,-0.01,0.01,54
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,28,-0.23,0.13,0.13,55
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,28,-0.18,0.08,0.08,56
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,28,-0.63,0.23,0.23,57
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,28,1,-0.2,0.2,58
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,28,0.27,-0.07,0.07,59
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,28,0.93,-0.13,0.13,60
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,28,0.24,-0.04,0.04,61
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,28,-0.45,0.05,0.05,63
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,28,-0.91,0.11,0.11,62
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,28,-0.28,0.08,0.08,64
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,28,-0.33,0.13,0.13,65
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,28,0.92,-0.12,0.12,66
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,28,0.43,-0.03,0.03,67
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,28,0.81,-0.01,0.01,68
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,28,0.06,0.04,0.04,69
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,28,0.16,0.04,0.04,70
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,28,-0.8,0,0,71
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,28,-0.09,-0.01,0.01,72
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,28,-0.16,-0.04,0.04,73
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,28,-0.15,-0.05,0.05,74
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,28,0.16,0.04,0.04,75
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,28,-0.18,0.08,0.08,76
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,28,-0.47,0.07,0.07,77
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,28,-0.21,0.01,0.01,78
