sigma,sign,type,m,src,isValidation,id,answer,error,unsignedError,index
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,23,0.2,-0.3,0.3,61
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,23,0.24,-0.04,0.04,62
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,23,-0.13,0.03,0.03,64
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,23,0.96,-0.16,0.16,65
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,23,-0.18,-0.02,0.02,66
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,23,0.2,-0.1,0.1,67
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,23,0.4,0,0,68
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,23,0.82,-0.02,0.02,69
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,23,0.12,-0.02,0.02,70
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,23,-0.87,0.07,0.07,71
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,23,-1,0.2,0.2,72
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,23,0.92,-0.12,0.12,73
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,23,0.16,-0.26,0.26,74
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,23,0.33,-0.13,0.13,75
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,23,-0.37,0.17,0.17,77
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,23,-0.53,0.13,0.13,78
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,23,0.42,-0.02,0.02,79
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,23,-0.84,0.04,0.04,80
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,23,-0.38,0.18,0.18,81
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,23,0.14,-0.04,0.04,82
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,23,-0.84,0.04,0.04,83
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,23,0.14,-0.04,0.04,84
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,23,-0.39,-0.01,0.01,85
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,23,0.2,-0.1,0.1,86
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,23,0.19,0.01,0.01,87
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,23,0.28,-0.08,0.08,88
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,23,0.28,-0.08,0.08,89
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,23,-0.3,0.2,0.2,90
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,23,-0.2,0.1,0.1,91
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,23,-0.15,0.05,0.05,92
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,23,-0.26,-0.14,0.14,93
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,23,0.22,-0.02,0.02,94
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,23,0.42,-0.02,0.02,95
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,23,-0.71,-0.09,0.09,96
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,23,-0.15,0.05,0.05,97
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,23,-0.16,0.06,0.06,98
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,23,0.82,-0.02,0.02,99
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,24,-0.11,-0.09,0.09,0
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,24,0.43,-0.03,0.03,1
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,24,-0.27,0.17,0.17,2
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,24,-0.97,0.17,0.17,3
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,24,-0.45,0.05,0.05,4
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,24,0.4,0,0,5
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,24,0.32,-0.12,0.12,6
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,24,-0.22,0.12,0.12,7
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,24,-0.54,0.14,0.14,8
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,24,1,-0.2,0.2,9
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,24,0.83,-0.03,0.03,10
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,24,-0.36,0.16,0.16,12
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,24,0.61,-0.41,0.41,11
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,24,0.22,-0.02,0.02,14
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,24,-0.02,0.12,0.12,15
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,24,-0.21,-0.19,0.19,16
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,24,-0.83,0.03,0.03,17
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,24,1,-0.2,0.2,18
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,24,0.78,0.02,0.02,19
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,24,0.17,0.03,0.03,20
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,24,-0.43,0.03,0.03,21
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,24,0.69,-0.49,0.49,22
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,24,0.76,0.04,0.04,23
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,24,-0.48,0.08,0.08,24
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,24,0.38,0.02,0.02,25
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,24,0.9,-0.1,0.1,26
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,24,-0.2,0,0,27
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,24,-0.44,0.04,0.04,28
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,24,0.56,-0.16,0.16,29
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,24,0.21,-0.11,0.11,30
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,24,-0.41,0.01,0.01,31
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,24,0.1,0,0,33
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,24,0.84,-0.04,0.04,34
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,24,0.04,0.06,0.06,35
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,24,-0.07,-0.03,0.03,37
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,24,0.22,-0.02,0.02,36
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,24,-0.1,0,0,39
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,24,0.12,-0.02,0.02,40
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,24,-0.26,0.06,0.06,41
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,24,-0.03,0.13,0.13,42
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,24,0.38,-0.18,0.18,43
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,24,0.45,-0.05,0.05,44
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,24,0.48,-0.08,0.08,45
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,24,-0.82,0.02,0.02,46
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,24,0.91,-0.11,0.11,47
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,24,-0.84,0.04,0.04,48
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,24,0.37,0.03,0.03,50
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,24,0.62,-0.22,0.22,49
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,24,0.53,-0.13,0.13,51
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,24,-0.17,0.07,0.07,52
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,24,-0.87,0.07,0.07,54
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,24,0.9,-0.1,0.1,53
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,24,0.08,-0.18,0.18,55
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,24,0.37,-0.17,0.17,56
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,24,1,-0.2,0.2,57
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,24,-0.1,0,0,58
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,24,0.1,0,0,59
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,24,0.62,-0.42,0.42,60
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,24,-0.86,0.06,0.06,61
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,24,0.13,-0.03,0.03,62
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,24,-0.19,0.09,0.09,63
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,24,-0.89,0.09,0.09,64
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,24,0,-0.1,0.1,65
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,24,-0.17,-0.03,0.03,66
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,24,-0.73,0.33,0.33,67
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,24,0.88,-0.08,0.08,68
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,24,0.43,-0.03,0.03,69
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,24,-0.37,0.17,0.17,70
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,24,-0.97,0.17,0.17,71
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,24,0.31,-0.21,0.21,72
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,24,-0.24,0.04,0.04,73
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,24,-0.36,0.16,0.16,74
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,24,-0.91,0.11,0.11,75
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,24,-0.24,0.04,0.04,76
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,24,0.12,-0.02,0.02,77
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,24,-0.1,0,0,78
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,24,-0.66,0.26,0.26,79
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,24,0.83,-0.03,0.03,80
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,24,0.76,-0.36,0.36,81
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,24,0.14,0.06,0.06,82
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,24,0.26,-0.06,0.06,83
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,24,-0.24,0.14,0.14,84
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,24,0.21,-0.01,0.01,85
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,24,0.15,-0.05,0.05,86
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,24,-0.62,0.22,0.22,88
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,24,-0.4,0.2,0.2,89
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,24,-0.94,0.14,0.14,90
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,24,-0.93,0.13,0.13,91
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,24,-0.45,0.25,0.25,92
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,24,-1,0.2,0.2,93
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,24,-0.46,0.06,0.06,94
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,24,-0.36,0.16,0.16,95
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,24,0.13,-0.23,0.23,96
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,24,-0.65,0.25,0.25,97
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,24,0.36,-0.26,0.26,98
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,24,0.55,-0.15,0.15,99
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,25,-0.02,-0.18,0.18,0
0.15,-1,trig,0.4,data/Exp1/trig/scatter/S0.15m-0.4.png,,25,-0.47,0.07,0.07,1
0.05,1,line,0.8,data/Exp1/line/scatter/S0.05m0.8.png,,25,0.75,0.05,0.05,2
0.1,1,trig,0.2,data/Exp1/trig/scatter/S0.1m0.2.png,,25,0.15,0.05,0.05,3
0.05,-1,trig,0.2,data/Exp1/trig/scatter/S0.05m-0.2.png,,25,-0.29,0.09,0.09,4
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,25,-0.09,-0.01,0.01,5
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,25,0.47,-0.07,0.07,6
0.15,1,quad,0.4,data/Exp1/quad/scatter/S0.15m0.4.png,,25,0.62,-0.22,0.22,7
0.15,1,line,0.4,data/Exp1/line/scatter/S0.15m0.4.png,,25,0.63,-0.23,0.23,8
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,25,0.92,-0.12,0.12,9
0.05,1,quad,0.2,data/Exp1/quad/scatter/S0.05m0.2.png,,25,0.29,-0.09,0.09,10
0.2,1,line,0.4,data/Exp1/line/scatter/S0.2m0.4.png,,25,0.7,-0.3,0.3,11
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,25,0.85,-0.05,0.05,12
0.1,-1,quad,0.2,data/Exp1/quad/scatter/S0.1m-0.2.png,,25,-0.36,0.16,0.16,13
0.05,1,quad,0.4,data/Exp1/quad/scatter/S0.05m0.4.png,,25,0.43,-0.03,0.03,15
0.2,-1,quad,0.8,data/Exp1/quad/scatter/S0.2m-0.8.png,,25,-0.96,0.16,0.16,16
0.1,-1,line,0.1,data/Exp1/line/scatter/S0.1m-0.1.png,,25,-0.1,0,0,17
0.15,1,quad,0.1,data/Exp1/quad/scatter/S0.15m0.1.png,,25,0.32,-0.22,0.22,19
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,25,-0.54,0.14,0.14,20
0.05,1,trig,0.1,data/Exp1/trig/scatter/S0.05m0.1.png,,25,0.12,-0.02,0.02,21
0.15,-1,line,0.4,data/Exp1/line/scatter/S0.15m-0.4.png,,25,-0.66,0.26,0.26,22
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,25,-0.44,0.04,0.04,23
0.05,-1,quad,0.2,data/Exp1/quad/scatter/S0.05m-0.2.png,,25,-0.15,-0.05,0.05,24
0.1,1,line,0.1,data/Exp1/line/scatter/S0.1m0.1.png,,25,0.3,-0.2,0.2,26
0.15,1,trig,0.2,data/Exp1/trig/scatter/S0.15m0.2.png,,25,0.38,-0.18,0.18,27
0.15,1,line,0.1,data/Exp1/line/scatter/S0.15m0.1.png,,25,0.18,-0.08,0.08,28
0.15,1,trig,0.4,data/Exp1/trig/scatter/S0.15m0.4.png,,25,0.6,-0.2,0.2,29
0.1,-1,quad,0.8,data/Exp1/quad/scatter/S0.1m-0.8.png,,25,-0.84,0.04,0.04,30
0.2,-1,line,0.4,data/Exp1/line/scatter/S0.2m-0.4.png,,25,-0.61,0.21,0.21,31
0.15,-1,quad,0.4,data/Exp1/quad/scatter/S0.15m-0.4.png,,25,-0.62,0.22,0.22,32
0.1,1,line,0.8,data/Exp1/line/scatter/S0.1m0.8.png,,25,0.8,0,0,33
0.2,1,trig,0.1,data/Exp1/trig/scatter/S0.2m0.1.png,,25,0.16,-0.06,0.06,34
0.1,1,quad,0.8,data/Exp1/quad/scatter/S0.1m0.8.png,,25,1,-0.2,0.2,35
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,25,0.27,-0.07,0.07,36
0.2,-1,quad,0.4,data/Exp1/quad/scatter/S0.2m-0.4.png,,25,-0.76,0.36,0.36,37
0.1,-1,quad,0.4,data/Exp1/quad/scatter/S0.1m-0.4.png,,25,-0.6,0.2,0.2,38
0.1,1,quad,0.1,data/Exp1/quad/scatter/S0.1m0.1.png,,25,0.22,-0.12,0.12,39
0.05,-1,line,0.2,data/Exp1/line/scatter/S0.05m-0.2.png,,25,-0.22,0.02,0.02,40
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,25,-0.83,0.03,0.03,41
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,25,-0.83,0.03,0.03,42
0.05,-1,quad,0.1,data/Exp1/quad/scatter/S0.05m-0.1.png,,25,-0.13,0.03,0.03,43
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,25,-0.83,0.03,0.03,44
0.2,1,trig,0.4,data/Exp1/trig/scatter/S0.2m0.4.png,,25,0.44,-0.04,0.04,45
0.2,-1,trig,0.8,data/Exp1/trig/scatter/S0.2m-0.8.png,,25,-0.99,0.19,0.19,46
0.1,-1,trig,0.4,data/Exp1/trig/scatter/S0.1m-0.4.png,,25,-0.47,0.07,0.07,47
0.2,-1,trig,0.4,data/Exp1/trig/scatter/S0.2m-0.4.png,,25,-0.47,0.07,0.07,48
0.15,-1,quad,0.8,data/Exp1/quad/scatter/S0.15m-0.8.png,,25,-0.77,-0.03,0.03,49
0.2,1,line,0.1,data/Exp1/line/scatter/S0.2m0.1.png,,25,0.33,-0.23,0.23,50
0.15,-1,line,0.1,data/Exp1/line/scatter/S0.15m-0.1.png,,25,0.16,-0.26,0.26,51
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,25,0.58,-0.18,0.18,53
0.15,1,quad,0.2,data/Exp1/quad/scatter/S0.15m0.2.png,,25,0.53,-0.33,0.33,52
0.15,-1,quad,0.1,data/Exp1/quad/scatter/S0.15m-0.1.png,,25,-0.16,0.06,0.06,54
0.2,-1,quad,0.1,data/Exp1/quad/scatter/S0.2m-0.1.png,,25,0.07,-0.17,0.17,55
0.1,1,quad,0.2,data/Exp1/quad/scatter/S0.1m0.2.png,,25,0.31,-0.11,0.11,56
0.2,1,quad,0.1,data/Exp1/quad/scatter/S0.2m0.1.png,,25,0.16,-0.06,0.06,59
0.1,-1,quad,0.1,data/Exp1/quad/scatter/S0.1m-0.1.png,,25,-0.16,0.06,0.06,58
0.1,-1,line,0.2,data/Exp1/line/scatter/S0.1m-0.2.png,,25,-0.32,0.12,0.12,60
0.1,1,trig,0.8,data/Exp1/trig/scatter/S0.1m0.8.png,,25,0.92,-0.12,0.12,61
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,25,0.22,-0.02,0.02,62
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,25,-0.41,0.01,0.01,63
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,25,0.22,-0.32,0.32,65
0.1,1,quad,0.4,data/Exp1/quad/scatter/S0.1m0.4.png,,25,0.35,0.05,0.05,66
0.2,-1,quad,0.2,data/Exp1/quad/scatter/S0.2m-0.2.png,,25,-0.2,0,0,64
0.2,1,quad,0.8,data/Exp1/quad/scatter/S0.2m0.8.png,,25,0.63,0.17,0.17,67
0.05,1,quad,0.1,data/Exp1/quad/scatter/S0.05m0.1.png,,25,0.12,-0.02,0.02,68
0.1,1,line,0.2,data/Exp1/line/scatter/S0.1m0.2.png,,25,0.4,-0.2,0.2,70
0.2,1,quad,0.2,data/Exp1/quad/scatter/S0.2m0.2.png,,25,0.4,-0.2,0.2,71
0.15,1,trig,0.8,data/Exp1/trig/scatter/S0.15m0.8.png,,25,0.88,-0.08,0.08,69
0.05,1,trig,0.8,data/Exp1/trig/scatter/S0.05m0.8.png,,25,1,-0.2,0.2,72
0.05,1,trig,0.4,data/Exp1/trig/scatter/S0.05m0.4.png,,25,0.52,-0.12,0.12,73
0.05,-1,line,0.8,data/Exp1/line/scatter/S0.05m-0.8.png,,25,-1,0.2,0.2,74
0.15,1,trig,0.1,data/Exp1/trig/scatter/S0.15m0.1.png,,25,0.18,-0.08,0.08,75
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,25,0.12,-0.02,0.02,76
0.2,1,trig,0.2,data/Exp1/trig/scatter/S0.2m0.2.png,,25,0.77,-0.57,0.57,77
0.2,1,trig,0.8,data/Exp1/trig/scatter/S0.2m0.8.png,,25,1,-0.2,0.2,78
0.05,-1,quad,0.4,data/Exp1/quad/scatter/S0.05m-0.4.png,,25,-0.52,0.12,0.12,79
0.1,1,line,0.4,data/Exp1/line/scatter/S0.1m0.4.png,,25,0.48,-0.08,0.08,80
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,25,-0.21,0.01,0.01,81
0.15,-1,trig,0.1,data/Exp1/trig/scatter/S0.15m-0.1.png,,25,-0.07,-0.03,0.03,82
0.05,-1,trig,0.1,data/Exp1/trig/scatter/S0.05m-0.1.png,,25,-0.13,0.03,0.03,83
0.15,-1,line,0.2,data/Exp1/line/scatter/S0.15m-0.2.png,,25,-0.09,-0.11,0.11,84
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,25,-0.9,0.1,0.1,85
0.15,-1,trig,0.2,data/Exp1/trig/scatter/S0.15m-0.2.png,,25,-0.26,0.06,0.06,86
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,25,-0.43,0.33,0.33,87
0.05,1,line,0.2,data/Exp1/line/scatter/S0.05m0.2.png,,25,-0.13,0.33,0.33,88
0.2,-1,trig,0.1,data/Exp1/trig/scatter/S0.2m-0.1.png,,25,0.22,-0.32,0.32,89
0.15,1,line,0.8,data/Exp1/line/scatter/S0.15m0.8.png,,25,0.88,-0.08,0.08,90
0.15,1,line,0.2,data/Exp1/line/scatter/S0.15m0.2.png,,25,0.27,-0.07,0.07,91
0.05,-1,trig,0.8,data/Exp1/trig/scatter/S0.05m-0.8.png,,25,-0.83,0.03,0.03,92
0.2,1,line,0.8,data/Exp1/line/scatter/S0.2m0.8.png,,25,0.72,0.08,0.08,93
0.1,-1,trig,0.2,data/Exp1/trig/scatter/S0.1m-0.2.png,,25,-0.21,0.01,0.01,94
0.2,1,quad,0.4,data/Exp1/quad/scatter/S0.2m0.4.png,,25,0.67,-0.27,0.27,95
0.15,-1,line,0.8,data/Exp1/line/scatter/S0.15m-0.8.png,,25,-0.97,0.17,0.17,96
0.2,-1,trig,0.2,data/Exp1/trig/scatter/S0.2m-0.2.png,,25,-0.29,0.09,0.09,97
0.1,1,trig,0.1,data/Exp1/trig/scatter/S0.1m0.1.png,,25,0.3,-0.2,0.2,98
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,25,-0.93,0.13,0.13,99
0.15,1,quad,0.8,data/Exp1/quad/scatter/S0.15m0.8.png,,26,1,-0.2,0.2,0
0.1,-1,trig,0.8,data/Exp1/trig/scatter/S0.1m-0.8.png,,26,-0.86,0.06,0.06,1
0.1,-1,line,0.4,data/Exp1/line/scatter/S0.1m-0.4.png,,26,-0.56,0.16,0.16,2
0.1,-1,trig,0.1,data/Exp1/trig/scatter/S0.1m-0.1.png,,26,-0.16,0.06,0.06,3
0.05,-1,trig,0.4,data/Exp1/trig/scatter/S0.05m-0.4.png,,26,-0.43,0.03,0.03,4
0.1,-1,line,0.8,data/Exp1/line/scatter/S0.1m-0.8.png,,26,-0.88,0.08,0.08,5
0.15,-1,quad,0.2,data/Exp1/quad/scatter/S0.15m-0.2.png,,26,-0.17,-0.03,0.03,6
0.2,-1,line,0.8,data/Exp1/line/scatter/S0.2m-0.8.png,,26,-1,0.2,0.2,7
0.05,1,line,0.1,data/Exp1/line/scatter/S0.05m0.1.png,,26,0.15,-0.05,0.05,8
0.05,-1,line,0.1,data/Exp1/line/scatter/S0.05m-0.1.png,,26,-0.09,-0.01,0.01,9
0.2,1,line,0.2,data/Exp1/line/scatter/S0.2m0.2.png,,26,0.45,-0.25,0.25,10
0.05,-1,line,0.4,data/Exp1/line/scatter/S0.05m-0.4.png,,26,-0.41,0.01,0.01,11
0.05,1,line,0.4,data/Exp1/line/scatter/S0.05m0.4.png,,26,0.49,-0.09,0.09,12
0.2,-1,line,0.1,data/Exp1/line/scatter/S0.2m-0.1.png,,26,1,-1.1,1.1,13
0.2,-1,line,0.2,data/Exp1/line/scatter/S0.2m-0.2.png,,26,-0.85,0.65,0.65,14
0.05,-1,quad,0.8,data/Exp1/quad/scatter/S0.05m-0.8.png,,26,-0.83,0.03,0.03,15
0.1,1,trig,0.4,data/Exp1/trig/scatter/S0.1m0.4.png,,26,0.48,-0.08,0.08,17
0.05,1,quad,0.8,data/Exp1/quad/scatter/S0.05m0.8.png,,26,0.79,0.01,0.01,18
0.15,-1,trig,0.8,data/Exp1/trig/scatter/S0.15m-0.8.png,,26,-0.81,0.01,0.01,19
0.05,1,trig,0.2,data/Exp1/trig/scatter/S0.05m0.2.png,,26,0.21,-0.01,0.01,20
